onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.367	INSTR1	0	0	 0.000
 9.706	 3.278	ISI	0	0	 0.000
 12.984	 60.249	CONV1	0	0	 0.000
 73.233	 4.570	ISI	0	0	 0.000
 77.803	 8.368	INSTR1	0	0	 0.000
 86.171	 3.340	ISI	0	0	 0.000
 89.511	 60.248	CONV2	0	0	 0.000
 149.759	 4.613	ISI	0	0	 0.000
 154.372	 8.369	INSTR1	0	0	 0.000
 162.741	 3.347	ISI	0	0	 0.000
 166.088	 60.248	CONV1	0	0	 0.000
 226.336	 4.622	ISI	0	0	 0.000
 230.958	 8.347	INSTR1	0	0	 0.000
 239.305	 3.347	ISI	0	0	 0.000
 242.652	 60.249	CONV2	0	0	 0.000
 302.901	 4.667	ISI	0	0	 0.000
 307.568	 8.309	INSTR1	0	0	 0.000
 315.877	 3.347	ISI	0	0	 0.000
 319.224	 60.248	CONV1	0	0	 0.000
 379.472	 4.687	ISI	0	0	 0.000
 384.159	 8.284	INSTR1	0	0	 0.000
 392.443	 3.347	ISI	0	0	 0.000
 395.790	 60.249	CONV2	0	0	 0.000
 456.039	 3.343	ISI	0	0	 0.000
