onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.305	INSTR1	0	0	 0.000
 9.643	 3.346	ISI	0	0	 0.000
 12.989	 60.249	CONV1	0	0	 0.000
 73.238	 4.686	ISI	0	0	 0.000
 77.924	 8.307	INSTR1	0	0	 0.000
 86.231	 3.348	ISI	0	0	 0.000
 89.579	 60.248	CONV2	0	0	 0.000
 149.827	 4.686	ISI	0	0	 0.000
 154.513	 8.356	INSTR1	0	0	 0.000
 162.869	 3.347	ISI	0	0	 0.000
 166.216	 60.249	CONV1	0	0	 0.000
 226.465	 4.686	ISI	0	0	 0.000
 231.151	 8.300	INSTR1	0	0	 0.000
 239.451	 3.347	ISI	0	0	 0.000
 242.798	 60.249	CONV2	0	0	 0.000
 303.047	 8.367	INSTR1	0	0	 0.000
 311.414	 60.249	CONV1	0	0	 0.000
 371.663	 4.685	ISI	0	0	 0.000
 376.348	 8.309	INSTR1	0	0	 0.000
 384.657	 3.347	ISI	0	0	 0.000
 388.004	 60.248	CONV2	0	0	 0.000
 448.252	 1.338	ISI	0	0	 0.000
