onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.275	INSTR1	0	0	 0.000
 9.614	 3.348	ISI	0	0	 0.000
 12.962	 60.248	CONV1	0	0	 0.000
 73.210	 4.686	ISI	0	0	 0.000
 77.896	 8.347	INSTR1	0	0	 0.000
 86.243	 3.347	ISI	0	0	 0.000
 89.590	 60.248	CONV2	0	0	 0.000
 149.838	 4.687	ISI	0	0	 0.000
 154.525	 8.276	INSTR1	0	0	 0.000
 162.801	 3.346	ISI	0	0	 0.000
 166.147	 60.250	CONV1	0	0	 0.000
 226.397	 4.684	ISI	0	0	 0.000
 231.081	 8.263	INSTR1	0	0	 0.000
 239.344	 3.346	ISI	0	0	 0.000
 242.690	 60.247	CONV2	0	0	 0.000
 302.937	 4.686	ISI	0	0	 0.000
 307.623	 8.352	INSTR1	0	0	 0.000
 315.975	 60.247	CONV1	0	0	 0.000
 376.222	 4.615	ISI	0	0	 0.000
 380.837	 8.367	INSTR1	0	0	 0.000
 389.204	 3.347	ISI	0	0	 0.000
 392.551	 60.249	CONV2	0	0	 0.000
 452.800	 3.344	ISI	0	0	 0.000
