onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.290	INSTR1	0	0	 0.000
 9.628	 3.346	ISI	0	0	 0.000
 12.974	 60.249	CONV1	0	0	 0.000
 73.223	 4.686	ISI	0	0	 0.000
 77.909	 8.275	INSTR1	0	0	 0.000
 86.184	 3.348	ISI	0	0	 0.000
 89.532	 60.248	CONV2	0	0	 0.000
 149.780	 4.686	ISI	0	0	 0.000
 154.466	 8.271	INSTR1	0	0	 0.000
 162.737	 3.347	ISI	0	0	 0.000
 166.084	 60.249	CONV1	0	0	 0.000
 226.333	 4.686	ISI	0	0	 0.000
 231.019	 8.316	INSTR1	0	0	 0.000
 239.335	 3.327	ISI	0	0	 0.000
 242.662	 60.229	CONV2	0	0	 0.000
 302.891	 4.685	ISI	0	0	 0.000
 307.576	 8.369	INSTR1	0	0	 0.000
 315.945	 3.273	ISI	0	0	 0.000
 319.218	 60.190	CONV1	0	0	 0.000
 379.408	 4.664	ISI	0	0	 0.000
 384.072	 8.367	INSTR1	0	0	 0.000
 392.439	 3.281	ISI	0	0	 0.000
 395.720	 60.240	CONV2	0	0	 0.000
 455.960	 3.343	ISI	0	0	 0.000
