onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.243	ISI	0	0	 0.000
 12.950	 60.206	CONV1	0	0	 0.000
 73.156	 4.621	ISI	0	0	 0.000
 77.777	 8.368	INSTR1	0	0	 0.000
 86.145	 3.262	ISI	0	0	 0.000
 89.407	 60.247	CONV2	0	0	 0.000
 149.654	 4.584	ISI	0	0	 0.000
 154.238	 8.368	INSTR1	0	0	 0.000
 162.606	 3.321	ISI	0	0	 0.000
 165.927	 60.248	CONV1	0	0	 0.000
 226.175	 4.604	ISI	0	0	 0.000
 230.779	 8.367	INSTR1	0	0	 0.000
 239.146	 3.347	ISI	0	0	 0.000
 242.493	 60.249	CONV2	0	0	 0.000
 302.742	 4.598	ISI	0	0	 0.000
 307.340	 8.366	INSTR1	0	0	 0.000
 315.706	 3.347	ISI	0	0	 0.000
 319.053	 60.248	CONV1	0	0	 0.000
 379.301	 4.641	ISI	0	0	 0.000
 383.942	 8.310	INSTR1	0	0	 0.000
 392.252	 3.347	ISI	0	0	 0.000
 395.599	 60.248	CONV2	0	0	 0.000
 455.847	 3.342	ISI	0	0	 0.000
