onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.340	INSTR1	0	0	 0.000
 9.679	 3.341	ISI	0	0	 0.000
 13.020	 60.221	CONV1	0	0	 0.000
 73.241	 4.683	ISI	0	0	 0.000
 77.924	 8.368	INSTR1	0	0	 0.000
 86.292	 3.272	ISI	0	0	 0.000
 89.564	 60.219	CONV2	0	0	 0.000
 149.783	 4.631	ISI	0	0	 0.000
 154.414	 8.367	INSTR1	0	0	 0.000
 162.781	 3.282	ISI	0	0	 0.000
 166.063	 60.249	CONV1	0	0	 0.000
 226.312	 4.637	ISI	0	0	 0.000
 230.949	 8.368	INSTR1	0	0	 0.000
 239.317	 3.330	ISI	0	0	 0.000
 242.647	 60.248	CONV2	0	0	 0.000
 302.895	 8.292	INSTR1	0	0	 0.000
 311.187	 60.249	CONV1	0	0	 0.000
 371.436	 4.685	ISI	0	0	 0.000
 376.121	 8.277	INSTR1	0	0	 0.000
 384.398	 3.346	ISI	0	0	 0.000
 387.744	 60.248	CONV2	0	0	 0.000
 447.992	 1.337	ISI	0	0	 0.000
