onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.335	INSTR1	0	0	 0.000
 9.674	 3.275	ISI	0	0	 0.000
 12.949	 60.190	CONV1	0	0	 0.000
 73.139	 4.687	ISI	0	0	 0.000
 77.826	 8.367	INSTR1	0	0	 0.000
 86.193	 3.272	ISI	0	0	 0.000
 89.465	 60.205	CONV2	0	0	 0.000
 149.670	 4.644	ISI	0	0	 0.000
 154.314	 8.367	INSTR1	0	0	 0.000
 162.681	 3.244	ISI	0	0	 0.000
 165.925	 60.248	CONV1	0	0	 0.000
 226.173	 4.567	ISI	0	0	 0.000
 230.740	 8.368	INSTR1	0	0	 0.000
 239.108	 3.325	ISI	0	0	 0.000
 242.433	 60.248	CONV2	0	0	 0.000
 302.681	 4.575	ISI	0	0	 0.000
 307.256	 8.368	INSTR1	0	0	 0.000
 315.624	 3.346	ISI	0	0	 0.000
 318.970	 60.249	CONV1	0	0	 0.000
 379.219	 4.580	ISI	0	0	 0.000
 383.799	 8.368	INSTR1	0	0	 0.000
 392.167	 3.347	ISI	0	0	 0.000
 395.514	 60.249	CONV2	0	0	 0.000
 455.763	 3.341	ISI	0	0	 0.000
