onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.299	ISI	0	0	 0.000
 1.299	 8.332	INSTR1	0	0	 0.000
 9.631	 3.347	ISI	0	0	 0.000
 12.978	 60.249	CONV1	0	0	 0.000
 73.227	 4.676	ISI	0	0	 0.000
 77.903	 8.352	INSTR1	0	0	 0.000
 86.255	 3.347	ISI	0	0	 0.000
 89.602	 60.248	CONV2	0	0	 0.000
 149.850	 4.686	ISI	0	0	 0.000
 154.536	 8.282	INSTR1	0	0	 0.000
 162.818	 3.346	ISI	0	0	 0.000
 166.164	 60.249	CONV1	0	0	 0.000
 226.413	 4.686	ISI	0	0	 0.000
 231.099	 8.278	INSTR1	0	0	 0.000
 239.377	 3.348	ISI	0	0	 0.000
 242.725	 60.248	CONV2	0	0	 0.000
 302.973	 8.352	INSTR1	0	0	 0.000
 311.325	 60.248	CONV1	0	0	 0.000
 371.573	 4.612	ISI	0	0	 0.000
 376.185	 8.368	INSTR1	0	0	 0.000
 384.553	 3.347	ISI	0	0	 0.000
 387.900	 60.248	CONV2	0	0	 0.000
 448.148	 1.338	ISI	0	0	 0.000
