onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.367	INSTR1	0	0	 0.000
 9.706	 3.347	ISI	0	0	 0.000
 13.053	 60.248	CONV1	0	0	 0.000
 73.301	 4.603	ISI	0	0	 0.000
 77.904	 8.368	INSTR1	0	0	 0.000
 86.272	 3.347	ISI	0	0	 0.000
 89.619	 60.248	CONV2	0	0	 0.000
 149.867	 4.603	ISI	0	0	 0.000
 154.470	 8.360	INSTR1	0	0	 0.000
 162.830	 3.347	ISI	0	0	 0.000
 166.177	 60.249	CONV1	0	0	 0.000
 226.426	 4.653	ISI	0	0	 0.000
 231.079	 8.315	INSTR1	0	0	 0.000
 239.394	 3.348	ISI	0	0	 0.000
 242.742	 60.248	CONV2	0	0	 0.000
 302.990	 4.685	ISI	0	0	 0.000
 307.675	 8.279	INSTR1	0	0	 0.000
 315.954	 3.347	ISI	0	0	 0.000
 319.301	 60.247	CONV1	0	0	 0.000
 379.548	 4.687	ISI	0	0	 0.000
 384.235	 8.276	INSTR1	0	0	 0.000
 392.511	 3.346	ISI	0	0	 0.000
 395.857	 60.249	CONV2	0	0	 0.000
 456.106	 3.344	ISI	0	0	 0.000
