onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.368	INSTR1	0	0	 0.000
 9.706	 3.274	ISI	0	0	 0.000
 12.980	 60.216	CONV1	0	0	 0.000
 73.196	 4.679	ISI	0	0	 0.000
 77.875	 8.368	INSTR1	0	0	 0.000
 86.243	 3.337	ISI	0	0	 0.000
 89.580	 60.248	CONV2	0	0	 0.000
 149.828	 4.627	ISI	0	0	 0.000
 154.455	 8.368	INSTR1	0	0	 0.000
 162.823	 3.312	ISI	0	0	 0.000
 166.135	 60.248	CONV1	0	0	 0.000
 226.383	 4.626	ISI	0	0	 0.000
 231.009	 8.367	INSTR1	0	0	 0.000
 239.376	 3.347	ISI	0	0	 0.000
 242.723	 60.249	CONV2	0	0	 0.000
 302.972	 8.308	INSTR1	0	0	 0.000
 311.280	 60.249	CONV1	0	0	 0.000
 371.529	 4.686	ISI	0	0	 0.000
 376.215	 8.356	INSTR1	0	0	 0.000
 384.571	 3.324	ISI	0	0	 0.000
 387.895	 60.234	CONV2	0	0	 0.000
 448.129	 1.338	ISI	0	0	 0.000
