onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.304	ISI	0	0	 0.000
 1.304	 8.368	INSTR1	0	0	 0.000
 9.672	 3.347	ISI	0	0	 0.000
 13.019	 60.248	CONV1	0	0	 0.000
 73.267	 4.686	ISI	0	0	 0.000
 77.953	 8.338	INSTR1	0	0	 0.000
 86.291	 3.347	ISI	0	0	 0.000
 89.638	 60.249	CONV2	0	0	 0.000
 149.887	 4.686	ISI	0	0	 0.000
 154.573	 8.292	INSTR1	0	0	 0.000
 162.865	 3.347	ISI	0	0	 0.000
 166.212	 60.249	CONV1	0	0	 0.000
 226.461	 4.685	ISI	0	0	 0.000
 231.146	 8.369	INSTR1	0	0	 0.000
 239.515	 3.347	ISI	0	0	 0.000
 242.862	 60.247	CONV2	0	0	 0.000
 303.109	 4.687	ISI	0	0	 0.000
 307.796	 8.338	INSTR1	0	0	 0.000
 316.134	 3.346	ISI	0	0	 0.000
 319.480	 60.249	CONV1	0	0	 0.000
 379.729	 4.686	ISI	0	0	 0.000
 384.415	 8.287	INSTR1	0	0	 0.000
 392.702	 3.348	ISI	0	0	 0.000
 396.050	 60.248	CONV2	0	0	 0.000
 456.298	 3.345	ISI	0	0	 0.000
