onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.367	INSTR1	0	0	 0.000
 9.706	 3.300	ISI	0	0	 0.000
 13.006	 60.210	CONV1	0	0	 0.000
 73.216	 4.686	ISI	0	0	 0.000
 77.902	 8.368	INSTR1	0	0	 0.000
 86.270	 3.279	ISI	0	0	 0.000
 89.549	 60.201	CONV2	0	0	 0.000
 149.750	 4.663	ISI	0	0	 0.000
 154.413	 8.367	INSTR1	0	0	 0.000
 162.780	 3.258	ISI	0	0	 0.000
 166.038	 60.248	CONV1	0	0	 0.000
 226.286	 4.672	ISI	0	0	 0.000
 230.958	 8.369	INSTR1	0	0	 0.000
 239.327	 3.347	ISI	0	0	 0.000
 242.674	 60.248	CONV2	0	0	 0.000
 302.922	 4.590	ISI	0	0	 0.000
 307.512	 8.368	INSTR1	0	0	 0.000
 315.880	 60.248	CONV1	0	0	 0.000
 376.128	 4.686	ISI	0	0	 0.000
 380.814	 8.265	INSTR1	0	0	 0.000
 389.079	 3.346	ISI	0	0	 0.000
 392.425	 60.249	CONV2	0	0	 0.000
 452.674	 3.343	ISI	0	0	 0.000
