onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.245	INSTR1	0	0	 0.000
 9.584	 3.348	ISI	0	0	 0.000
 12.932	 60.248	CONV1	0	0	 0.000
 73.180	 4.686	ISI	0	0	 0.000
 77.866	 8.250	INSTR1	0	0	 0.000
 86.116	 3.347	ISI	0	0	 0.000
 89.463	 60.248	CONV2	0	0	 0.000
 149.711	 4.686	ISI	0	0	 0.000
 154.397	 8.239	INSTR1	0	0	 0.000
 162.636	 3.343	ISI	0	0	 0.000
 165.979	 60.248	CONV1	0	0	 0.000
 226.227	 4.686	ISI	0	0	 0.000
 230.913	 8.315	INSTR1	0	0	 0.000
 239.228	 3.290	ISI	0	0	 0.000
 242.518	 60.190	CONV2	0	0	 0.000
 302.708	 4.686	ISI	0	0	 0.000
 307.394	 8.368	INSTR1	0	0	 0.000
 315.762	 3.226	ISI	0	0	 0.000
 318.988	 60.193	CONV1	0	0	 0.000
 379.181	 4.628	ISI	0	0	 0.000
 383.809	 8.367	INSTR1	0	0	 0.000
 392.176	 3.239	ISI	0	0	 0.000
 395.415	 60.249	CONV2	0	0	 0.000
 455.664	 3.341	ISI	0	0	 0.000
