onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.292	ISI	0	0	 0.000
 1.292	 8.327	INSTR1	0	0	 0.000
 9.619	 3.347	ISI	0	0	 0.000
 12.966	 60.248	CONV1	0	0	 0.000
 73.214	 4.686	ISI	0	0	 0.000
 77.900	 8.346	INSTR1	0	0	 0.000
 86.246	 3.347	ISI	0	0	 0.000
 89.593	 60.248	CONV2	0	0	 0.000
 149.841	 4.686	ISI	0	0	 0.000
 154.527	 8.255	INSTR1	0	0	 0.000
 162.782	 3.348	ISI	0	0	 0.000
 166.130	 60.247	CONV1	0	0	 0.000
 226.377	 4.686	ISI	0	0	 0.000
 231.063	 8.288	INSTR1	0	0	 0.000
 239.351	 3.347	ISI	0	0	 0.000
 242.698	 60.248	CONV2	0	0	 0.000
 302.946	 4.687	ISI	0	0	 0.000
 307.633	 8.353	INSTR1	0	0	 0.000
 315.986	 60.237	CONV1	0	0	 0.000
 376.223	 4.686	ISI	0	0	 0.000
 380.909	 8.353	INSTR1	0	0	 0.000
 389.262	 3.280	ISI	0	0	 0.000
 392.542	 60.200	CONV2	0	0	 0.000
 452.742	 3.344	ISI	0	0	 0.000
