onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.321	ISI	0	0	 0.000
 1.321	 8.320	INSTR1	0	0	 0.000
 9.641	 3.347	ISI	0	0	 0.000
 12.988	 60.248	CONV1	0	0	 0.000
 73.236	 4.687	ISI	0	0	 0.000
 77.923	 8.306	INSTR1	0	0	 0.000
 86.229	 3.347	ISI	0	0	 0.000
 89.576	 60.249	CONV2	0	0	 0.000
 149.825	 4.685	ISI	0	0	 0.000
 154.510	 8.291	INSTR1	0	0	 0.000
 162.801	 3.348	ISI	0	0	 0.000
 166.149	 60.248	CONV1	0	0	 0.000
 226.397	 4.685	ISI	0	0	 0.000
 231.082	 8.294	INSTR1	0	0	 0.000
 239.376	 3.346	ISI	0	0	 0.000
 242.722	 60.248	CONV2	0	0	 0.000
 302.970	 4.687	ISI	0	0	 0.000
 307.657	 8.305	INSTR1	0	0	 0.000
 315.962	 3.347	ISI	0	0	 0.000
 319.309	 60.249	CONV1	0	0	 0.000
 379.558	 4.686	ISI	0	0	 0.000
 384.244	 8.312	INSTR1	0	0	 0.000
 392.556	 3.347	ISI	0	0	 0.000
 395.903	 60.248	CONV2	0	0	 0.000
 456.151	 3.344	ISI	0	0	 0.000
