onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.239	INSTR1	0	0	 0.000
 9.578	 3.347	ISI	0	0	 0.000
 12.925	 60.248	CONV1	0	0	 0.000
 73.173	 4.686	ISI	0	0	 0.000
 77.859	 8.284	INSTR1	0	0	 0.000
 86.143	 3.347	ISI	0	0	 0.000
 89.490	 60.249	CONV2	0	0	 0.000
 149.739	 4.685	ISI	0	0	 0.000
 154.424	 8.268	INSTR1	0	0	 0.000
 162.692	 3.324	ISI	0	0	 0.000
 166.016	 60.247	CONV1	0	0	 0.000
 226.263	 4.687	ISI	0	0	 0.000
 230.950	 8.357	INSTR1	0	0	 0.000
 239.307	 3.269	ISI	0	0	 0.000
 242.576	 60.192	CONV2	0	0	 0.000
 302.768	 4.658	ISI	0	0	 0.000
 307.426	 8.367	INSTR1	0	0	 0.000
 315.793	 3.230	ISI	0	0	 0.000
 319.023	 60.222	CONV1	0	0	 0.000
 379.245	 4.611	ISI	0	0	 0.000
 383.856	 8.368	INSTR1	0	0	 0.000
 392.224	 3.284	ISI	0	0	 0.000
 395.508	 60.248	CONV2	0	0	 0.000
 455.756	 3.341	ISI	0	0	 0.000
