onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.268	ISI	0	0	 0.000
 1.268	 8.365	INSTR1	0	0	 0.000
 9.633	 3.347	ISI	0	0	 0.000
 12.980	 60.249	CONV1	0	0	 0.000
 73.229	 4.661	ISI	0	0	 0.000
 77.890	 8.304	INSTR1	0	0	 0.000
 86.194	 3.348	ISI	0	0	 0.000
 89.542	 60.247	CONV2	0	0	 0.000
 149.789	 4.686	ISI	0	0	 0.000
 154.475	 8.282	INSTR1	0	0	 0.000
 162.757	 3.347	ISI	0	0	 0.000
 166.104	 60.248	CONV1	0	0	 0.000
 226.352	 4.687	ISI	0	0	 0.000
 231.039	 8.273	INSTR1	0	0	 0.000
 239.312	 3.347	ISI	0	0	 0.000
 242.659	 60.249	CONV2	0	0	 0.000
 302.908	 4.686	ISI	0	0	 0.000
 307.594	 8.289	INSTR1	0	0	 0.000
 315.883	 3.347	ISI	0	0	 0.000
 319.230	 60.248	CONV1	0	0	 0.000
 379.478	 4.685	ISI	0	0	 0.000
 384.163	 8.273	INSTR1	0	0	 0.000
 392.436	 3.347	ISI	0	0	 0.000
 395.783	 60.248	CONV2	0	0	 0.000
 456.031	 3.343	ISI	0	0	 0.000
