onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.278	ISI	0	0	 0.000
 12.985	 60.248	CONV1	0	0	 0.000
 73.233	 4.598	ISI	0	0	 0.000
 77.831	 8.368	INSTR1	0	0	 0.000
 86.199	 3.320	ISI	0	0	 0.000
 89.519	 60.249	CONV2	0	0	 0.000
 149.768	 4.645	ISI	0	0	 0.000
 154.413	 8.367	INSTR1	0	0	 0.000
 162.780	 3.348	ISI	0	0	 0.000
 166.128	 60.248	CONV1	0	0	 0.000
 226.376	 4.595	ISI	0	0	 0.000
 230.971	 8.368	INSTR1	0	0	 0.000
 239.339	 3.347	ISI	0	0	 0.000
 242.686	 60.247	CONV2	0	0	 0.000
 302.933	 4.654	ISI	0	0	 0.000
 307.587	 8.306	INSTR1	0	0	 0.000
 315.893	 3.346	ISI	0	0	 0.000
 319.239	 60.249	CONV1	0	0	 0.000
 379.488	 4.686	ISI	0	0	 0.000
 384.174	 8.316	INSTR1	0	0	 0.000
 392.490	 3.348	ISI	0	0	 0.000
 395.838	 60.248	CONV2	0	0	 0.000
 456.086	 3.344	ISI	0	0	 0.000
