onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.302	ISI	0	0	 0.000
 1.302	 8.364	INSTR1	0	0	 0.000
 9.666	 3.346	ISI	0	0	 0.000
 13.012	 60.249	CONV1	0	0	 0.000
 73.261	 4.653	ISI	0	0	 0.000
 77.914	 8.308	INSTR1	0	0	 0.000
 86.222	 3.348	ISI	0	0	 0.000
 89.570	 60.248	CONV2	0	0	 0.000
 149.818	 4.686	ISI	0	0	 0.000
 154.504	 8.296	INSTR1	0	0	 0.000
 162.800	 3.347	ISI	0	0	 0.000
 166.147	 60.248	CONV1	0	0	 0.000
 226.395	 4.687	ISI	0	0	 0.000
 231.082	 8.302	INSTR1	0	0	 0.000
 239.384	 3.347	ISI	0	0	 0.000
 242.731	 60.249	CONV2	0	0	 0.000
 302.980	 4.685	ISI	0	0	 0.000
 307.665	 8.287	INSTR1	0	0	 0.000
 315.952	 3.347	ISI	0	0	 0.000
 319.299	 60.247	CONV1	0	0	 0.000
 379.546	 4.686	ISI	0	0	 0.000
 384.232	 8.333	INSTR1	0	0	 0.000
 392.565	 3.347	ISI	0	0	 0.000
 395.912	 60.249	CONV2	0	0	 0.000
 456.161	 3.344	ISI	0	0	 0.000
