onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.369	INSTR1	0	0	 0.000
 9.707	 3.342	ISI	0	0	 0.000
 13.049	 60.247	CONV1	0	0	 0.000
 73.296	 4.537	ISI	0	0	 0.000
 77.833	 8.368	INSTR1	0	0	 0.000
 86.201	 3.309	ISI	0	0	 0.000
 89.510	 60.249	CONV2	0	0	 0.000
 149.759	 4.579	ISI	0	0	 0.000
 154.338	 8.367	INSTR1	0	0	 0.000
 162.705	 3.348	ISI	0	0	 0.000
 166.053	 60.249	CONV1	0	0	 0.000
 226.302	 4.682	ISI	0	0	 0.000
 230.984	 8.368	INSTR1	0	0	 0.000
 239.352	 3.347	ISI	0	0	 0.000
 242.699	 60.248	CONV2	0	0	 0.000
 302.947	 8.251	INSTR1	0	0	 0.000
 311.198	 60.211	CONV1	0	0	 0.000
 371.409	 4.687	ISI	0	0	 0.000
 376.096	 8.363	INSTR1	0	0	 0.000
 384.459	 3.234	ISI	0	0	 0.000
 387.693	 60.229	CONV2	0	0	 0.000
 447.922	 1.337	ISI	0	0	 0.000
