onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.328	INSTR1	0	0	 0.000
 9.666	 3.304	ISI	0	0	 0.000
 12.970	 60.224	CONV1	0	0	 0.000
 73.194	 4.686	ISI	0	0	 0.000
 77.880	 8.368	INSTR1	0	0	 0.000
 86.248	 3.284	ISI	0	0	 0.000
 89.532	 60.223	CONV2	0	0	 0.000
 149.755	 4.660	ISI	0	0	 0.000
 154.415	 8.368	INSTR1	0	0	 0.000
 162.783	 3.259	ISI	0	0	 0.000
 166.042	 60.242	CONV1	0	0	 0.000
 226.284	 4.632	ISI	0	0	 0.000
 230.916	 8.369	INSTR1	0	0	 0.000
 239.285	 3.322	ISI	0	0	 0.000
 242.607	 60.249	CONV2	0	0	 0.000
 302.856	 4.619	ISI	0	0	 0.000
 307.475	 8.367	INSTR1	0	0	 0.000
 315.842	 3.348	ISI	0	0	 0.000
 319.190	 60.248	CONV1	0	0	 0.000
 379.438	 4.618	ISI	0	0	 0.000
 384.056	 8.369	INSTR1	0	0	 0.000
 392.425	 3.347	ISI	0	0	 0.000
 395.772	 60.247	CONV2	0	0	 0.000
 456.019	 3.343	ISI	0	0	 0.000
