onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.358	INSTR1	0	0	 0.000
 9.696	 3.298	ISI	0	0	 0.000
 12.994	 60.212	CONV1	0	0	 0.000
 73.206	 4.683	ISI	0	0	 0.000
 77.889	 8.368	INSTR1	0	0	 0.000
 86.257	 3.283	ISI	0	0	 0.000
 89.540	 60.232	CONV2	0	0	 0.000
 149.772	 4.644	ISI	0	0	 0.000
 154.416	 8.367	INSTR1	0	0	 0.000
 162.783	 3.302	ISI	0	0	 0.000
 166.085	 60.249	CONV1	0	0	 0.000
 226.334	 4.614	ISI	0	0	 0.000
 230.948	 8.367	INSTR1	0	0	 0.000
 239.315	 3.342	ISI	0	0	 0.000
 242.657	 60.248	CONV2	0	0	 0.000
 302.905	 4.621	ISI	0	0	 0.000
 307.526	 8.368	INSTR1	0	0	 0.000
 315.894	 3.347	ISI	0	0	 0.000
 319.241	 60.248	CONV1	0	0	 0.000
 379.489	 4.632	ISI	0	0	 0.000
 384.121	 8.355	INSTR1	0	0	 0.000
 392.476	 3.347	ISI	0	0	 0.000
 395.823	 60.248	CONV2	0	0	 0.000
 456.071	 3.344	ISI	0	0	 0.000
