onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.347	ISI	0	0	 0.000
 13.054	 60.248	CONV1	0	0	 0.000
 73.302	 4.685	ISI	0	0	 0.000
 77.987	 8.280	INSTR1	0	0	 0.000
 86.267	 3.347	ISI	0	0	 0.000
 89.614	 60.249	CONV2	0	0	 0.000
 149.863	 4.685	ISI	0	0	 0.000
 154.548	 8.281	INSTR1	0	0	 0.000
 162.829	 3.348	ISI	0	0	 0.000
 166.177	 60.247	CONV1	0	0	 0.000
 226.424	 4.686	ISI	0	0	 0.000
 231.110	 8.367	INSTR1	0	0	 0.000
 239.477	 3.347	ISI	0	0	 0.000
 242.824	 60.248	CONV2	0	0	 0.000
 303.072	 4.687	ISI	0	0	 0.000
 307.759	 8.279	INSTR1	0	0	 0.000
 316.038	 60.230	CONV1	0	0	 0.000
 376.268	 4.686	ISI	0	0	 0.000
 380.954	 8.367	INSTR1	0	0	 0.000
 389.321	 3.257	ISI	0	0	 0.000
 392.578	 60.248	CONV2	0	0	 0.000
 452.826	 3.344	ISI	0	0	 0.000
