onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.367	INSTR1	0	0	 0.000
 9.706	 3.274	ISI	0	0	 0.000
 12.980	 60.216	CONV1	0	0	 0.000
 73.196	 4.628	ISI	0	0	 0.000
 77.824	 8.369	INSTR1	0	0	 0.000
 86.193	 3.296	ISI	0	0	 0.000
 89.489	 60.247	CONV2	0	0	 0.000
 149.736	 4.604	ISI	0	0	 0.000
 154.340	 8.367	INSTR1	0	0	 0.000
 162.707	 3.335	ISI	0	0	 0.000
 166.042	 60.248	CONV1	0	0	 0.000
 226.290	 4.629	ISI	0	0	 0.000
 230.919	 8.367	INSTR1	0	0	 0.000
 239.286	 3.348	ISI	0	0	 0.000
 242.634	 60.248	CONV2	0	0	 0.000
 302.882	 4.621	ISI	0	0	 0.000
 307.503	 8.356	INSTR1	0	0	 0.000
 315.859	 3.347	ISI	0	0	 0.000
 319.206	 60.248	CONV1	0	0	 0.000
 379.454	 4.662	ISI	0	0	 0.000
 384.116	 8.309	INSTR1	0	0	 0.000
 392.425	 3.347	ISI	0	0	 0.000
 395.772	 60.249	CONV2	0	0	 0.000
 456.021	 3.343	ISI	0	0	 0.000
