onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.297	INSTR1	0	0	 0.000
 9.636	 3.347	ISI	0	0	 0.000
 12.983	 60.249	CONV1	0	0	 0.000
 73.232	 4.686	ISI	0	0	 0.000
 77.918	 8.367	INSTR1	0	0	 0.000
 86.285	 3.348	ISI	0	0	 0.000
 89.633	 60.248	CONV2	0	0	 0.000
 149.881	 4.685	ISI	0	0	 0.000
 154.566	 8.321	INSTR1	0	0	 0.000
 162.887	 3.309	ISI	0	0	 0.000
 166.196	 60.213	CONV1	0	0	 0.000
 226.409	 4.686	ISI	0	0	 0.000
 231.095	 8.368	INSTR1	0	0	 0.000
 239.463	 3.267	ISI	0	0	 0.000
 242.730	 60.249	CONV2	0	0	 0.000
 302.979	 8.366	INSTR1	0	0	 0.000
 311.345	 60.248	CONV1	0	0	 0.000
 371.593	 4.686	ISI	0	0	 0.000
 376.279	 8.281	INSTR1	0	0	 0.000
 384.560	 3.348	ISI	0	0	 0.000
 387.908	 60.248	CONV2	0	0	 0.000
 448.156	 1.338	ISI	0	0	 0.000
