onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.303	ISI	0	0	 0.000
 1.303	 8.368	INSTR1	0	0	 0.000
 9.671	 3.347	ISI	0	0	 0.000
 13.018	 60.248	CONV1	0	0	 0.000
 73.266	 4.638	ISI	0	0	 0.000
 77.904	 8.348	INSTR1	0	0	 0.000
 86.252	 3.347	ISI	0	0	 0.000
 89.599	 60.248	CONV2	0	0	 0.000
 149.847	 4.668	ISI	0	0	 0.000
 154.515	 8.301	INSTR1	0	0	 0.000
 162.816	 3.347	ISI	0	0	 0.000
 166.163	 60.249	CONV1	0	0	 0.000
 226.412	 4.686	ISI	0	0	 0.000
 231.098	 8.292	INSTR1	0	0	 0.000
 239.390	 3.347	ISI	0	0	 0.000
 242.737	 60.249	CONV2	0	0	 0.000
 302.986	 4.685	ISI	0	0	 0.000
 307.671	 8.280	INSTR1	0	0	 0.000
 315.951	 3.347	ISI	0	0	 0.000
 319.298	 60.247	CONV1	0	0	 0.000
 379.545	 4.687	ISI	0	0	 0.000
 384.232	 8.304	INSTR1	0	0	 0.000
 392.536	 3.346	ISI	0	0	 0.000
 395.882	 60.249	CONV2	0	0	 0.000
 456.131	 3.344	ISI	0	0	 0.000
