onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.368	INSTR1	0	0	 0.000
 9.706	 3.347	ISI	0	0	 0.000
 13.053	 60.248	CONV1	0	0	 0.000
 73.301	 4.678	ISI	0	0	 0.000
 77.979	 8.308	INSTR1	0	0	 0.000
 86.287	 3.347	ISI	0	0	 0.000
 89.634	 60.249	CONV2	0	0	 0.000
 149.883	 4.686	ISI	0	0	 0.000
 154.569	 8.312	INSTR1	0	0	 0.000
 162.881	 3.348	ISI	0	0	 0.000
 166.229	 60.248	CONV1	0	0	 0.000
 226.477	 4.685	ISI	0	0	 0.000
 231.162	 8.358	INSTR1	0	0	 0.000
 239.520	 3.347	ISI	0	0	 0.000
 242.867	 60.248	CONV2	0	0	 0.000
 303.115	 4.686	ISI	0	0	 0.000
 307.801	 8.317	INSTR1	0	0	 0.000
 316.118	 60.248	CONV1	0	0	 0.000
 376.366	 4.686	ISI	0	0	 0.000
 381.052	 8.354	INSTR1	0	0	 0.000
 389.406	 3.302	ISI	0	0	 0.000
 392.708	 60.236	CONV2	0	0	 0.000
 452.944	 3.345	ISI	0	0	 0.000
