onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.306	INSTR1	0	0	 0.000
 9.645	 3.346	ISI	0	0	 0.000
 12.991	 60.249	CONV1	0	0	 0.000
 73.240	 4.686	ISI	0	0	 0.000
 77.926	 8.317	INSTR1	0	0	 0.000
 86.243	 3.323	ISI	0	0	 0.000
 89.566	 60.228	CONV2	0	0	 0.000
 149.794	 4.686	ISI	0	0	 0.000
 154.480	 8.368	INSTR1	0	0	 0.000
 162.848	 3.285	ISI	0	0	 0.000
 166.133	 60.222	CONV1	0	0	 0.000
 226.355	 4.660	ISI	0	0	 0.000
 231.015	 8.367	INSTR1	0	0	 0.000
 239.382	 3.284	ISI	0	0	 0.000
 242.666	 60.244	CONV2	0	0	 0.000
 302.910	 4.617	ISI	0	0	 0.000
 307.527	 8.368	INSTR1	0	0	 0.000
 315.895	 3.315	ISI	0	0	 0.000
 319.210	 60.247	CONV1	0	0	 0.000
 379.457	 4.628	ISI	0	0	 0.000
 384.085	 8.368	INSTR1	0	0	 0.000
 392.453	 3.347	ISI	0	0	 0.000
 395.800	 60.248	CONV2	0	0	 0.000
 456.048	 3.343	ISI	0	0	 0.000
