onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.317	ISI	0	0	 0.000
 1.317	 8.302	INSTR1	0	0	 0.000
 9.619	 3.348	ISI	0	0	 0.000
 12.967	 60.248	CONV1	0	0	 0.000
 73.215	 4.685	ISI	0	0	 0.000
 77.900	 8.268	INSTR1	0	0	 0.000
 86.168	 3.347	ISI	0	0	 0.000
 89.515	 60.248	CONV2	0	0	 0.000
 149.763	 4.686	ISI	0	0	 0.000
 154.449	 8.271	INSTR1	0	0	 0.000
 162.720	 3.347	ISI	0	0	 0.000
 166.067	 60.249	CONV1	0	0	 0.000
 226.316	 4.686	ISI	0	0	 0.000
 231.002	 8.281	INSTR1	0	0	 0.000
 239.283	 3.347	ISI	0	0	 0.000
 242.630	 60.248	CONV2	0	0	 0.000
 302.878	 4.687	ISI	0	0	 0.000
 307.565	 8.289	INSTR1	0	0	 0.000
 315.854	 3.347	ISI	0	0	 0.000
 319.201	 60.249	CONV1	0	0	 0.000
 379.450	 4.686	ISI	0	0	 0.000
 384.136	 8.261	INSTR1	0	0	 0.000
 392.397	 3.348	ISI	0	0	 0.000
 395.745	 60.247	CONV2	0	0	 0.000
 455.992	 3.343	ISI	0	0	 0.000
