onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.297	INSTR1	0	0	 0.000
 9.636	 3.347	ISI	0	0	 0.000
 12.983	 60.249	CONV1	0	0	 0.000
 73.232	 4.686	ISI	0	0	 0.000
 77.918	 8.367	INSTR1	0	0	 0.000
 86.285	 3.347	ISI	0	0	 0.000
 89.632	 60.238	CONV2	0	0	 0.000
 149.870	 4.686	ISI	0	0	 0.000
 154.556	 8.357	INSTR1	0	0	 0.000
 162.913	 3.298	ISI	0	0	 0.000
 166.211	 60.211	CONV1	0	0	 0.000
 226.422	 4.676	ISI	0	0	 0.000
 231.098	 8.367	INSTR1	0	0	 0.000
 239.465	 3.263	ISI	0	0	 0.000
 242.728	 60.248	CONV2	0	0	 0.000
 302.976	 8.368	INSTR1	0	0	 0.000
 311.344	 60.247	CONV1	0	0	 0.000
 371.591	 4.686	ISI	0	0	 0.000
 376.277	 8.272	INSTR1	0	0	 0.000
 384.549	 3.347	ISI	0	0	 0.000
 387.896	 60.248	CONV2	0	0	 0.000
 448.144	 1.338	ISI	0	0	 0.000
