onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.284	ISI	0	0	 0.000
 12.991	 60.204	CONV1	0	0	 0.000
 73.195	 4.640	ISI	0	0	 0.000
 77.835	 8.368	INSTR1	0	0	 0.000
 86.203	 3.274	ISI	0	0	 0.000
 89.477	 60.248	CONV2	0	0	 0.000
 149.725	 4.615	ISI	0	0	 0.000
 154.340	 8.368	INSTR1	0	0	 0.000
 162.708	 3.317	ISI	0	0	 0.000
 166.025	 60.247	CONV1	0	0	 0.000
 226.272	 4.685	ISI	0	0	 0.000
 230.957	 8.368	INSTR1	0	0	 0.000
 239.325	 3.347	ISI	0	0	 0.000
 242.672	 60.249	CONV2	0	0	 0.000
 302.921	 4.605	ISI	0	0	 0.000
 307.526	 8.367	INSTR1	0	0	 0.000
 315.893	 60.249	CONV1	0	0	 0.000
 376.142	 4.686	ISI	0	0	 0.000
 380.828	 8.292	INSTR1	0	0	 0.000
 389.120	 3.348	ISI	0	0	 0.000
 392.468	 60.248	CONV2	0	0	 0.000
 452.716	 3.344	ISI	0	0	 0.000
