onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.281	INSTR1	0	0	 0.000
 9.619	 3.348	ISI	0	0	 0.000
 12.967	 60.248	CONV1	0	0	 0.000
 73.215	 4.685	ISI	0	0	 0.000
 77.900	 8.277	INSTR1	0	0	 0.000
 86.177	 3.346	ISI	0	0	 0.000
 89.523	 60.248	CONV2	0	0	 0.000
 149.771	 4.687	ISI	0	0	 0.000
 154.458	 8.286	INSTR1	0	0	 0.000
 162.744	 3.327	ISI	0	0	 0.000
 166.071	 60.243	CONV1	0	0	 0.000
 226.314	 4.686	ISI	0	0	 0.000
 231.000	 8.359	INSTR1	0	0	 0.000
 239.359	 3.272	ISI	0	0	 0.000
 242.631	 60.202	CONV2	0	0	 0.000
 302.833	 4.669	ISI	0	0	 0.000
 307.502	 8.368	INSTR1	0	0	 0.000
 315.870	 3.255	ISI	0	0	 0.000
 319.125	 60.227	CONV1	0	0	 0.000
 379.352	 4.616	ISI	0	0	 0.000
 383.968	 8.368	INSTR1	0	0	 0.000
 392.336	 3.292	ISI	0	0	 0.000
 395.628	 60.247	CONV2	0	0	 0.000
 455.875	 3.342	ISI	0	0	 0.000
