onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.340	ISI	0	0	 0.000
 1.340	 8.263	INSTR1	0	0	 0.000
 9.603	 3.347	ISI	0	0	 0.000
 12.950	 60.249	CONV1	0	0	 0.000
 73.199	 4.686	ISI	0	0	 0.000
 77.885	 8.281	INSTR1	0	0	 0.000
 86.166	 3.348	ISI	0	0	 0.000
 89.514	 60.248	CONV2	0	0	 0.000
 149.762	 4.686	ISI	0	0	 0.000
 154.448	 8.270	INSTR1	0	0	 0.000
 162.718	 3.347	ISI	0	0	 0.000
 166.065	 60.248	CONV1	0	0	 0.000
 226.313	 4.686	ISI	0	0	 0.000
 230.999	 8.269	INSTR1	0	0	 0.000
 239.268	 3.347	ISI	0	0	 0.000
 242.615	 60.248	CONV2	0	0	 0.000
 302.863	 4.686	ISI	0	0	 0.000
 307.549	 8.275	INSTR1	0	0	 0.000
 315.824	 3.348	ISI	0	0	 0.000
 319.172	 60.247	CONV1	0	0	 0.000
 379.419	 4.686	ISI	0	0	 0.000
 384.105	 8.271	INSTR1	0	0	 0.000
 392.376	 3.347	ISI	0	0	 0.000
 395.723	 60.249	CONV2	0	0	 0.000
 455.972	 3.343	ISI	0	0	 0.000
