onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.267	ISI	0	0	 0.000
 12.974	 60.248	CONV1	0	0	 0.000
 73.222	 4.563	ISI	0	0	 0.000
 77.785	 8.367	INSTR1	0	0	 0.000
 86.152	 3.329	ISI	0	0	 0.000
 89.481	 60.249	CONV2	0	0	 0.000
 149.730	 4.586	ISI	0	0	 0.000
 154.316	 8.367	INSTR1	0	0	 0.000
 162.683	 3.348	ISI	0	0	 0.000
 166.031	 60.248	CONV1	0	0	 0.000
 226.279	 4.601	ISI	0	0	 0.000
 230.880	 8.358	INSTR1	0	0	 0.000
 239.238	 3.347	ISI	0	0	 0.000
 242.585	 60.248	CONV2	0	0	 0.000
 302.833	 4.640	ISI	0	0	 0.000
 307.473	 8.274	INSTR1	0	0	 0.000
 315.747	 3.347	ISI	0	0	 0.000
 319.094	 60.248	CONV1	0	0	 0.000
 379.342	 4.686	ISI	0	0	 0.000
 384.028	 8.255	INSTR1	0	0	 0.000
 392.283	 3.347	ISI	0	0	 0.000
 395.630	 60.248	CONV2	0	0	 0.000
 455.878	 3.342	ISI	0	0	 0.000
