onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.319	ISI	0	0	 0.000
 13.026	 60.249	CONV1	0	0	 0.000
 73.275	 4.601	ISI	0	0	 0.000
 77.876	 8.367	INSTR1	0	0	 0.000
 86.243	 3.348	ISI	0	0	 0.000
 89.591	 60.248	CONV2	0	0	 0.000
 149.839	 4.619	ISI	0	0	 0.000
 154.458	 8.368	INSTR1	0	0	 0.000
 162.826	 3.347	ISI	0	0	 0.000
 166.173	 60.248	CONV1	0	0	 0.000
 226.421	 4.635	ISI	0	0	 0.000
 231.056	 8.348	INSTR1	0	0	 0.000
 239.404	 3.347	ISI	0	0	 0.000
 242.751	 60.248	CONV2	0	0	 0.000
 302.999	 4.686	ISI	0	0	 0.000
 307.685	 8.300	INSTR1	0	0	 0.000
 315.985	 3.346	ISI	0	0	 0.000
 319.331	 60.248	CONV1	0	0	 0.000
 379.579	 4.687	ISI	0	0	 0.000
 384.266	 8.286	INSTR1	0	0	 0.000
 392.552	 3.347	ISI	0	0	 0.000
 395.899	 60.249	CONV2	0	0	 0.000
 456.148	 3.344	ISI	0	0	 0.000
