onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.283	ISI	0	0	 0.000
 12.990	 60.202	CONV1	0	0	 0.000
 73.192	 4.621	ISI	0	0	 0.000
 77.813	 8.368	INSTR1	0	0	 0.000
 86.181	 3.239	ISI	0	0	 0.000
 89.420	 60.248	CONV2	0	0	 0.000
 149.668	 4.579	ISI	0	0	 0.000
 154.247	 8.367	INSTR1	0	0	 0.000
 162.614	 3.325	ISI	0	0	 0.000
 165.939	 60.248	CONV1	0	0	 0.000
 226.187	 4.679	ISI	0	0	 0.000
 230.866	 8.368	INSTR1	0	0	 0.000
 239.234	 3.347	ISI	0	0	 0.000
 242.581	 60.248	CONV2	0	0	 0.000
 302.829	 8.274	INSTR1	0	0	 0.000
 311.103	 60.248	CONV1	0	0	 0.000
 371.351	 4.687	ISI	0	0	 0.000
 376.038	 8.292	INSTR1	0	0	 0.000
 384.330	 3.311	ISI	0	0	 0.000
 387.641	 60.248	CONV2	0	0	 0.000
 447.889	 1.337	ISI	0	0	 0.000
