onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.340	ISI	0	0	 0.000
 13.047	 60.248	CONV1	0	0	 0.000
 73.295	 4.579	ISI	0	0	 0.000
 77.874	 8.367	INSTR1	0	0	 0.000
 86.241	 3.347	ISI	0	0	 0.000
 89.588	 60.249	CONV2	0	0	 0.000
 149.837	 4.598	ISI	0	0	 0.000
 154.435	 8.343	INSTR1	0	0	 0.000
 162.778	 3.347	ISI	0	0	 0.000
 166.125	 60.247	CONV1	0	0	 0.000
 226.372	 4.659	ISI	0	0	 0.000
 231.031	 8.303	INSTR1	0	0	 0.000
 239.334	 3.346	ISI	0	0	 0.000
 242.680	 60.249	CONV2	0	0	 0.000
 302.929	 4.686	ISI	0	0	 0.000
 307.615	 8.280	INSTR1	0	0	 0.000
 315.895	 3.348	ISI	0	0	 0.000
 319.243	 60.248	CONV1	0	0	 0.000
 379.491	 4.686	ISI	0	0	 0.000
 384.177	 8.243	INSTR1	0	0	 0.000
 392.420	 3.347	ISI	0	0	 0.000
 395.767	 60.248	CONV2	0	0	 0.000
 456.015	 3.343	ISI	0	0	 0.000
