onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.308	INSTR1	0	0	 0.000
 9.647	 3.347	ISI	0	0	 0.000
 12.994	 60.248	CONV1	0	0	 0.000
 73.242	 4.687	ISI	0	0	 0.000
 77.929	 8.329	INSTR1	0	0	 0.000
 86.258	 3.328	ISI	0	0	 0.000
 89.586	 60.248	CONV2	0	0	 0.000
 149.834	 4.685	ISI	0	0	 0.000
 154.519	 8.362	INSTR1	0	0	 0.000
 162.881	 3.340	ISI	0	0	 0.000
 166.221	 60.221	CONV1	0	0	 0.000
 226.442	 4.682	ISI	0	0	 0.000
 231.124	 8.369	INSTR1	0	0	 0.000
 239.493	 3.282	ISI	0	0	 0.000
 242.775	 60.230	CONV2	0	0	 0.000
 303.005	 4.653	ISI	0	0	 0.000
 307.658	 8.367	INSTR1	0	0	 0.000
 316.025	 3.313	ISI	0	0	 0.000
 319.338	 60.248	CONV1	0	0	 0.000
 379.586	 4.633	ISI	0	0	 0.000
 384.219	 8.368	INSTR1	0	0	 0.000
 392.587	 3.344	ISI	0	0	 0.000
 395.931	 60.248	CONV2	0	0	 0.000
 456.179	 3.344	ISI	0	0	 0.000
