onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.337	ISI	0	0	 0.000
 1.337	 8.368	INSTR1	0	0	 0.000
 9.705	 3.347	ISI	0	0	 0.000
 13.052	 60.249	CONV1	0	0	 0.000
 73.301	 4.686	ISI	0	0	 0.000
 77.987	 8.293	INSTR1	0	0	 0.000
 86.280	 3.347	ISI	0	0	 0.000
 89.627	 60.249	CONV2	0	0	 0.000
 149.876	 4.686	ISI	0	0	 0.000
 154.562	 8.288	INSTR1	0	0	 0.000
 162.850	 3.347	ISI	0	0	 0.000
 166.197	 60.248	CONV1	0	0	 0.000
 226.445	 4.685	ISI	0	0	 0.000
 231.130	 8.368	INSTR1	0	0	 0.000
 239.498	 3.347	ISI	0	0	 0.000
 242.845	 60.249	CONV2	0	0	 0.000
 303.094	 8.367	INSTR1	0	0	 0.000
 311.461	 60.248	CONV1	0	0	 0.000
 371.709	 4.594	ISI	0	0	 0.000
 376.303	 8.368	INSTR1	0	0	 0.000
 384.671	 3.347	ISI	0	0	 0.000
 388.018	 60.248	CONV2	0	0	 0.000
 448.266	 1.338	ISI	0	0	 0.000
