onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.283	INSTR1	0	0	 0.000
 9.622	 3.347	ISI	0	0	 0.000
 12.969	 60.249	CONV1	0	0	 0.000
 73.218	 4.685	ISI	0	0	 0.000
 77.903	 8.363	INSTR1	0	0	 0.000
 86.266	 3.330	ISI	0	0	 0.000
 89.596	 60.249	CONV2	0	0	 0.000
 149.845	 4.685	ISI	0	0	 0.000
 154.530	 8.347	INSTR1	0	0	 0.000
 162.877	 3.305	ISI	0	0	 0.000
 166.182	 60.215	CONV1	0	0	 0.000
 226.397	 4.682	ISI	0	0	 0.000
 231.079	 8.367	INSTR1	0	0	 0.000
 239.446	 3.248	ISI	0	0	 0.000
 242.694	 60.219	CONV2	0	0	 0.000
 302.913	 4.641	ISI	0	0	 0.000
 307.554	 8.367	INSTR1	0	0	 0.000
 315.921	 3.329	ISI	0	0	 0.000
 319.250	 60.248	CONV1	0	0	 0.000
 379.498	 4.602	ISI	0	0	 0.000
 384.100	 8.368	INSTR1	0	0	 0.000
 392.468	 3.333	ISI	0	0	 0.000
 395.801	 60.248	CONV2	0	0	 0.000
 456.049	 3.343	ISI	0	0	 0.000
