onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.241	ISI	0	0	 0.000
 12.948	 60.201	CONV1	0	0	 0.000
 73.149	 4.635	ISI	0	0	 0.000
 77.784	 8.367	INSTR1	0	0	 0.000
 86.151	 3.275	ISI	0	0	 0.000
 89.426	 60.249	CONV2	0	0	 0.000
 149.675	 4.608	ISI	0	0	 0.000
 154.283	 8.368	INSTR1	0	0	 0.000
 162.651	 3.319	ISI	0	0	 0.000
 165.970	 60.247	CONV1	0	0	 0.000
 226.217	 4.607	ISI	0	0	 0.000
 230.824	 8.368	INSTR1	0	0	 0.000
 239.192	 3.348	ISI	0	0	 0.000
 242.540	 60.247	CONV2	0	0	 0.000
 302.787	 4.593	ISI	0	0	 0.000
 307.380	 8.367	INSTR1	0	0	 0.000
 315.747	 3.347	ISI	0	0	 0.000
 319.094	 60.249	CONV1	0	0	 0.000
 379.343	 4.652	ISI	0	0	 0.000
 383.995	 8.324	INSTR1	0	0	 0.000
 392.319	 3.348	ISI	0	0	 0.000
 395.667	 60.248	CONV2	0	0	 0.000
 455.915	 3.342	ISI	0	0	 0.000
