onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.291	INSTR1	0	0	 0.000
 9.630	 3.346	ISI	0	0	 0.000
 12.976	 60.249	CONV1	0	0	 0.000
 73.225	 4.685	ISI	0	0	 0.000
 77.910	 8.342	INSTR1	0	0	 0.000
 86.252	 3.296	ISI	0	0	 0.000
 89.548	 60.248	CONV2	0	0	 0.000
 149.796	 4.686	ISI	0	0	 0.000
 154.482	 8.367	INSTR1	0	0	 0.000
 162.849	 3.271	ISI	0	0	 0.000
 166.120	 60.200	CONV1	0	0	 0.000
 226.320	 4.627	ISI	0	0	 0.000
 230.947	 8.368	INSTR1	0	0	 0.000
 239.315	 3.265	ISI	0	0	 0.000
 242.580	 60.249	CONV2	0	0	 0.000
 302.829	 4.613	ISI	0	0	 0.000
 307.442	 8.367	INSTR1	0	0	 0.000
 315.809	 3.334	ISI	0	0	 0.000
 319.143	 60.249	CONV1	0	0	 0.000
 379.392	 4.682	ISI	0	0	 0.000
 384.074	 8.369	INSTR1	0	0	 0.000
 392.443	 3.347	ISI	0	0	 0.000
 395.790	 60.248	CONV2	0	0	 0.000
 456.038	 3.343	ISI	0	0	 0.000
