onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.303	INSTR1	0	0	 0.000
 9.642	 3.347	ISI	0	0	 0.000
 12.989	 60.248	CONV1	0	0	 0.000
 73.237	 4.687	ISI	0	0	 0.000
 77.924	 8.239	INSTR1	0	0	 0.000
 86.163	 3.347	ISI	0	0	 0.000
 89.510	 60.249	CONV2	0	0	 0.000
 149.759	 4.686	ISI	0	0	 0.000
 154.445	 8.278	INSTR1	0	0	 0.000
 162.723	 3.347	ISI	0	0	 0.000
 166.070	 60.248	CONV1	0	0	 0.000
 226.318	 4.685	ISI	0	0	 0.000
 231.003	 8.277	INSTR1	0	0	 0.000
 239.280	 3.347	ISI	0	0	 0.000
 242.627	 60.249	CONV2	0	0	 0.000
 302.876	 4.685	ISI	0	0	 0.000
 307.561	 8.287	INSTR1	0	0	 0.000
 315.848	 3.347	ISI	0	0	 0.000
 319.195	 60.248	CONV1	0	0	 0.000
 379.443	 4.686	ISI	0	0	 0.000
 384.129	 8.259	INSTR1	0	0	 0.000
 392.388	 3.347	ISI	0	0	 0.000
 395.735	 60.248	CONV2	0	0	 0.000
 455.983	 3.343	ISI	0	0	 0.000
