onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.266	INSTR1	0	0	 0.000
 9.605	 3.346	ISI	0	0	 0.000
 12.951	 60.248	CONV1	0	0	 0.000
 73.199	 4.687	ISI	0	0	 0.000
 77.886	 8.253	INSTR1	0	0	 0.000
 86.139	 3.347	ISI	0	0	 0.000
 89.486	 60.249	CONV2	0	0	 0.000
 149.735	 4.686	ISI	0	0	 0.000
 154.421	 8.266	INSTR1	0	0	 0.000
 162.687	 3.347	ISI	0	0	 0.000
 166.034	 60.248	CONV1	0	0	 0.000
 226.282	 4.686	ISI	0	0	 0.000
 230.968	 8.267	INSTR1	0	0	 0.000
 239.235	 3.347	ISI	0	0	 0.000
 242.582	 60.249	CONV2	0	0	 0.000
 302.831	 4.686	ISI	0	0	 0.000
 307.517	 8.261	INSTR1	0	0	 0.000
 315.778	 3.338	ISI	0	0	 0.000
 319.116	 60.248	CONV1	0	0	 0.000
 379.364	 4.686	ISI	0	0	 0.000
 384.050	 8.337	INSTR1	0	0	 0.000
 392.387	 3.258	ISI	0	0	 0.000
 395.645	 60.202	CONV2	0	0	 0.000
 455.847	 3.342	ISI	0	0	 0.000
