onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.319	INSTR1	0	0	 0.000
 9.657	 3.330	ISI	0	0	 0.000
 12.987	 60.244	CONV1	0	0	 0.000
 73.231	 4.686	ISI	0	0	 0.000
 77.917	 8.365	INSTR1	0	0	 0.000
 86.282	 3.279	ISI	0	0	 0.000
 89.561	 60.210	CONV2	0	0	 0.000
 149.771	 4.666	ISI	0	0	 0.000
 154.437	 8.368	INSTR1	0	0	 0.000
 162.805	 3.298	ISI	0	0	 0.000
 166.103	 60.236	CONV1	0	0	 0.000
 226.339	 4.637	ISI	0	0	 0.000
 230.976	 8.367	INSTR1	0	0	 0.000
 239.343	 3.309	ISI	0	0	 0.000
 242.652	 60.249	CONV2	0	0	 0.000
 302.901	 4.602	ISI	0	0	 0.000
 307.503	 8.369	INSTR1	0	0	 0.000
 315.872	 3.346	ISI	0	0	 0.000
 319.218	 60.248	CONV1	0	0	 0.000
 379.466	 4.615	ISI	0	0	 0.000
 384.081	 8.368	INSTR1	0	0	 0.000
 392.449	 3.346	ISI	0	0	 0.000
 395.795	 60.249	CONV2	0	0	 0.000
 456.044	 3.343	ISI	0	0	 0.000
