onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.325	ISI	0	0	 0.000
 1.325	 8.367	INSTR1	0	0	 0.000
 9.692	 3.347	ISI	0	0	 0.000
 13.039	 60.248	CONV1	0	0	 0.000
 73.287	 4.686	ISI	0	0	 0.000
 77.973	 8.291	INSTR1	0	0	 0.000
 86.264	 3.348	ISI	0	0	 0.000
 89.612	 60.248	CONV2	0	0	 0.000
 149.860	 4.686	ISI	0	0	 0.000
 154.546	 8.306	INSTR1	0	0	 0.000
 162.852	 3.347	ISI	0	0	 0.000
 166.199	 60.248	CONV1	0	0	 0.000
 226.447	 4.687	ISI	0	0	 0.000
 231.134	 8.336	INSTR1	0	0	 0.000
 239.470	 3.347	ISI	0	0	 0.000
 242.817	 60.249	CONV2	0	0	 0.000
 303.066	 4.685	ISI	0	0	 0.000
 307.751	 8.284	INSTR1	0	0	 0.000
 316.035	 60.217	CONV1	0	0	 0.000
 376.252	 4.686	ISI	0	0	 0.000
 380.938	 8.369	INSTR1	0	0	 0.000
 389.307	 3.269	ISI	0	0	 0.000
 392.576	 60.216	CONV2	0	0	 0.000
 452.792	 3.344	ISI	0	0	 0.000
