onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.340	ISI	0	0	 0.000
 1.340	 8.285	INSTR1	0	0	 0.000
 9.625	 3.348	ISI	0	0	 0.000
 12.973	 60.248	CONV1	0	0	 0.000
 73.221	 4.686	ISI	0	0	 0.000
 77.907	 8.299	INSTR1	0	0	 0.000
 86.206	 3.347	ISI	0	0	 0.000
 89.553	 60.249	CONV2	0	0	 0.000
 149.802	 4.686	ISI	0	0	 0.000
 154.488	 8.300	INSTR1	0	0	 0.000
 162.788	 3.342	ISI	0	0	 0.000
 166.130	 60.249	CONV1	0	0	 0.000
 226.379	 4.685	ISI	0	0	 0.000
 231.064	 8.339	INSTR1	0	0	 0.000
 239.403	 3.279	ISI	0	0	 0.000
 242.682	 60.207	CONV2	0	0	 0.000
 302.889	 4.686	ISI	0	0	 0.000
 307.575	 8.368	INSTR1	0	0	 0.000
 315.943	 3.259	ISI	0	0	 0.000
 319.202	 60.217	CONV1	0	0	 0.000
 379.419	 4.644	ISI	0	0	 0.000
 384.063	 8.367	INSTR1	0	0	 0.000
 392.430	 3.278	ISI	0	0	 0.000
 395.708	 60.248	CONV2	0	0	 0.000
 455.956	 3.343	ISI	0	0	 0.000
