onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.303	INSTR1	0	0	 0.000
 9.641	 3.347	ISI	0	0	 0.000
 12.988	 60.247	CONV1	0	0	 0.000
 73.235	 4.687	ISI	0	0	 0.000
 77.922	 8.355	INSTR1	0	0	 0.000
 86.277	 3.347	ISI	0	0	 0.000
 89.624	 60.248	CONV2	0	0	 0.000
 149.872	 4.686	ISI	0	0	 0.000
 154.558	 8.296	INSTR1	0	0	 0.000
 162.854	 3.348	ISI	0	0	 0.000
 166.202	 60.248	CONV1	0	0	 0.000
 226.450	 4.686	ISI	0	0	 0.000
 231.136	 8.308	INSTR1	0	0	 0.000
 239.444	 3.335	ISI	0	0	 0.000
 242.779	 60.249	CONV2	0	0	 0.000
 303.028	 4.685	ISI	0	0	 0.000
 307.713	 8.368	INSTR1	0	0	 0.000
 316.081	 60.249	CONV1	0	0	 0.000
 376.330	 4.615	ISI	0	0	 0.000
 380.945	 8.368	INSTR1	0	0	 0.000
 389.313	 3.348	ISI	0	0	 0.000
 392.661	 60.248	CONV2	0	0	 0.000
 452.909	 3.345	ISI	0	0	 0.000
