onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.290	INSTR1	0	0	 0.000
 9.629	 3.347	ISI	0	0	 0.000
 12.976	 60.248	CONV1	0	0	 0.000
 73.224	 4.686	ISI	0	0	 0.000
 77.910	 8.294	INSTR1	0	0	 0.000
 86.204	 3.347	ISI	0	0	 0.000
 89.551	 60.248	CONV2	0	0	 0.000
 149.799	 4.687	ISI	0	0	 0.000
 154.486	 8.366	INSTR1	0	0	 0.000
 162.852	 3.347	ISI	0	0	 0.000
 166.199	 60.249	CONV1	0	0	 0.000
 226.448	 4.685	ISI	0	0	 0.000
 231.133	 8.303	INSTR1	0	0	 0.000
 239.436	 3.347	ISI	0	0	 0.000
 242.783	 60.248	CONV2	0	0	 0.000
 303.031	 8.368	INSTR1	0	0	 0.000
 311.399	 60.248	CONV1	0	0	 0.000
 371.647	 4.681	ISI	0	0	 0.000
 376.328	 8.369	INSTR1	0	0	 0.000
 384.697	 3.347	ISI	0	0	 0.000
 388.044	 60.247	CONV2	0	0	 0.000
 448.291	 1.338	ISI	0	0	 0.000
