onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.314	ISI	0	0	 0.000
 13.021	 60.248	CONV1	0	0	 0.000
 73.269	 4.577	ISI	0	0	 0.000
 77.846	 8.367	INSTR1	0	0	 0.000
 86.213	 3.348	ISI	0	0	 0.000
 89.561	 60.248	CONV2	0	0	 0.000
 149.809	 4.577	ISI	0	0	 0.000
 154.386	 8.366	INSTR1	0	0	 0.000
 162.752	 3.347	ISI	0	0	 0.000
 166.099	 60.249	CONV1	0	0	 0.000
 226.348	 4.650	ISI	0	0	 0.000
 230.998	 8.306	INSTR1	0	0	 0.000
 239.304	 3.347	ISI	0	0	 0.000
 242.651	 60.249	CONV2	0	0	 0.000
 302.900	 4.685	ISI	0	0	 0.000
 307.585	 8.283	INSTR1	0	0	 0.000
 315.868	 3.348	ISI	0	0	 0.000
 319.216	 60.248	CONV1	0	0	 0.000
 379.464	 4.685	ISI	0	0	 0.000
 384.149	 8.288	INSTR1	0	0	 0.000
 392.437	 3.347	ISI	0	0	 0.000
 395.784	 60.247	CONV2	0	0	 0.000
 456.031	 3.343	ISI	0	0	 0.000
