onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.298	INSTR1	0	0	 0.000
 9.637	 3.299	ISI	0	0	 0.000
 12.936	 60.222	CONV1	0	0	 0.000
 73.158	 4.686	ISI	0	0	 0.000
 77.844	 8.368	INSTR1	0	0	 0.000
 86.212	 3.263	ISI	0	0	 0.000
 89.475	 60.195	CONV2	0	0	 0.000
 149.670	 4.657	ISI	0	0	 0.000
 154.327	 8.367	INSTR1	0	0	 0.000
 162.694	 3.236	ISI	0	0	 0.000
 165.930	 60.244	CONV1	0	0	 0.000
 226.174	 4.576	ISI	0	0	 0.000
 230.750	 8.368	INSTR1	0	0	 0.000
 239.118	 3.312	ISI	0	0	 0.000
 242.430	 60.247	CONV2	0	0	 0.000
 302.677	 4.587	ISI	0	0	 0.000
 307.264	 8.369	INSTR1	0	0	 0.000
 315.633	 3.346	ISI	0	0	 0.000
 318.979	 60.248	CONV1	0	0	 0.000
 379.227	 4.586	ISI	0	0	 0.000
 383.813	 8.368	INSTR1	0	0	 0.000
 392.181	 3.346	ISI	0	0	 0.000
 395.527	 60.249	CONV2	0	0	 0.000
 455.776	 3.341	ISI	0	0	 0.000
