onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.294	INSTR1	0	0	 0.000
 9.633	 3.347	ISI	0	0	 0.000
 12.980	 60.249	CONV1	0	0	 0.000
 73.229	 4.686	ISI	0	0	 0.000
 77.915	 8.290	INSTR1	0	0	 0.000
 86.205	 3.347	ISI	0	0	 0.000
 89.552	 60.249	CONV2	0	0	 0.000
 149.801	 4.685	ISI	0	0	 0.000
 154.486	 8.365	INSTR1	0	0	 0.000
 162.851	 3.347	ISI	0	0	 0.000
 166.198	 60.249	CONV1	0	0	 0.000
 226.447	 4.685	ISI	0	0	 0.000
 231.132	 8.287	INSTR1	0	0	 0.000
 239.419	 3.347	ISI	0	0	 0.000
 242.766	 60.248	CONV2	0	0	 0.000
 303.014	 4.686	ISI	0	0	 0.000
 307.700	 8.295	INSTR1	0	0	 0.000
 315.995	 60.249	CONV1	0	0	 0.000
 376.244	 4.661	ISI	0	0	 0.000
 380.905	 8.368	INSTR1	0	0	 0.000
 389.273	 3.343	ISI	0	0	 0.000
 392.616	 60.248	CONV2	0	0	 0.000
 452.864	 3.345	ISI	0	0	 0.000
