onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.367	INSTR1	0	0	 0.000
 9.706	 3.347	ISI	0	0	 0.000
 13.053	 60.249	CONV1	0	0	 0.000
 73.302	 4.686	ISI	0	0	 0.000
 77.988	 8.312	INSTR1	0	0	 0.000
 86.300	 3.347	ISI	0	0	 0.000
 89.647	 60.249	CONV2	0	0	 0.000
 149.896	 4.685	ISI	0	0	 0.000
 154.581	 8.303	INSTR1	0	0	 0.000
 162.884	 3.347	ISI	0	0	 0.000
 166.231	 60.247	CONV1	0	0	 0.000
 226.478	 4.687	ISI	0	0	 0.000
 231.165	 8.367	INSTR1	0	0	 0.000
 239.532	 3.348	ISI	0	0	 0.000
 242.880	 60.248	CONV2	0	0	 0.000
 303.128	 8.368	INSTR1	0	0	 0.000
 311.496	 60.248	CONV1	0	0	 0.000
 371.744	 4.686	ISI	0	0	 0.000
 376.430	 8.326	INSTR1	0	0	 0.000
 384.756	 3.348	ISI	0	0	 0.000
 388.104	 60.248	CONV2	0	0	 0.000
 448.352	 1.338	ISI	0	0	 0.000
