onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.330	ISI	0	0	 0.000
 1.330	 8.369	INSTR1	0	0	 0.000
 9.699	 3.347	ISI	0	0	 0.000
 13.046	 60.247	CONV1	0	0	 0.000
 73.293	 4.593	ISI	0	0	 0.000
 77.886	 8.360	INSTR1	0	0	 0.000
 86.246	 3.347	ISI	0	0	 0.000
 89.593	 60.248	CONV2	0	0	 0.000
 149.841	 4.640	ISI	0	0	 0.000
 154.481	 8.330	INSTR1	0	0	 0.000
 162.811	 3.347	ISI	0	0	 0.000
 166.158	 60.248	CONV1	0	0	 0.000
 226.406	 4.686	ISI	0	0	 0.000
 231.092	 8.309	INSTR1	0	0	 0.000
 239.401	 3.347	ISI	0	0	 0.000
 242.748	 60.248	CONV2	0	0	 0.000
 302.996	 4.687	ISI	0	0	 0.000
 307.683	 8.277	INSTR1	0	0	 0.000
 315.960	 60.249	CONV1	0	0	 0.000
 376.209	 4.685	ISI	0	0	 0.000
 380.894	 8.284	INSTR1	0	0	 0.000
 389.178	 3.347	ISI	0	0	 0.000
 392.525	 60.248	CONV2	0	0	 0.000
 452.773	 3.344	ISI	0	0	 0.000
