onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.369	INSTR1	0	0	 0.000
 9.708	 3.306	ISI	0	0	 0.000
 13.014	 60.248	CONV1	0	0	 0.000
 73.262	 4.640	ISI	0	0	 0.000
 77.902	 8.367	INSTR1	0	0	 0.000
 86.269	 3.343	ISI	0	0	 0.000
 89.612	 60.249	CONV2	0	0	 0.000
 149.861	 4.614	ISI	0	0	 0.000
 154.475	 8.367	INSTR1	0	0	 0.000
 162.842	 3.348	ISI	0	0	 0.000
 166.190	 60.248	CONV1	0	0	 0.000
 226.438	 4.636	ISI	0	0	 0.000
 231.074	 8.349	INSTR1	0	0	 0.000
 239.423	 3.347	ISI	0	0	 0.000
 242.770	 60.248	CONV2	0	0	 0.000
 303.018	 8.322	INSTR1	0	0	 0.000
 311.340	 60.222	CONV1	0	0	 0.000
 371.562	 4.686	ISI	0	0	 0.000
 376.248	 8.367	INSTR1	0	0	 0.000
 384.615	 3.282	ISI	0	0	 0.000
 387.897	 60.220	CONV2	0	0	 0.000
 448.117	 1.338	ISI	0	0	 0.000
