onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.299	ISI	0	0	 0.000
 1.299	 8.369	INSTR1	0	0	 0.000
 9.668	 3.346	ISI	0	0	 0.000
 13.014	 60.249	CONV1	0	0	 0.000
 73.263	 4.624	ISI	0	0	 0.000
 77.887	 8.339	INSTR1	0	0	 0.000
 86.226	 3.347	ISI	0	0	 0.000
 89.573	 60.249	CONV2	0	0	 0.000
 149.822	 4.679	ISI	0	0	 0.000
 154.501	 8.329	INSTR1	0	0	 0.000
 162.830	 3.347	ISI	0	0	 0.000
 166.177	 60.248	CONV1	0	0	 0.000
 226.425	 4.687	ISI	0	0	 0.000
 231.112	 8.271	INSTR1	0	0	 0.000
 239.383	 3.347	ISI	0	0	 0.000
 242.730	 60.249	CONV2	0	0	 0.000
 302.979	 4.685	ISI	0	0	 0.000
 307.664	 8.274	INSTR1	0	0	 0.000
 315.938	 3.348	ISI	0	0	 0.000
 319.286	 60.247	CONV1	0	0	 0.000
 379.533	 4.686	ISI	0	0	 0.000
 384.219	 8.342	INSTR1	0	0	 0.000
 392.561	 3.347	ISI	0	0	 0.000
 395.908	 60.248	CONV2	0	0	 0.000
 456.156	 3.344	ISI	0	0	 0.000
