onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.284	INSTR1	0	0	 0.000
 9.622	 3.348	ISI	0	0	 0.000
 12.970	 60.248	CONV1	0	0	 0.000
 73.218	 4.685	ISI	0	0	 0.000
 77.903	 8.282	INSTR1	0	0	 0.000
 86.185	 3.346	ISI	0	0	 0.000
 89.531	 60.248	CONV2	0	0	 0.000
 149.779	 4.687	ISI	0	0	 0.000
 154.466	 8.318	INSTR1	0	0	 0.000
 162.784	 3.347	ISI	0	0	 0.000
 166.131	 60.249	CONV1	0	0	 0.000
 226.380	 4.686	ISI	0	0	 0.000
 231.066	 8.282	INSTR1	0	0	 0.000
 239.348	 3.338	ISI	0	0	 0.000
 242.686	 60.242	CONV2	0	0	 0.000
 302.928	 4.686	ISI	0	0	 0.000
 307.614	 8.342	INSTR1	0	0	 0.000
 315.956	 60.248	CONV1	0	0	 0.000
 376.204	 4.611	ISI	0	0	 0.000
 380.815	 8.368	INSTR1	0	0	 0.000
 389.183	 3.347	ISI	0	0	 0.000
 392.530	 60.249	CONV2	0	0	 0.000
 452.779	 3.344	ISI	0	0	 0.000
