onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.340	ISI	0	0	 0.000
 1.340	 8.367	INSTR1	0	0	 0.000
 9.707	 3.249	ISI	0	0	 0.000
 12.956	 60.226	CONV1	0	0	 0.000
 73.182	 4.686	ISI	0	0	 0.000
 77.868	 8.367	INSTR1	0	0	 0.000
 86.235	 3.273	ISI	0	0	 0.000
 89.508	 60.248	CONV2	0	0	 0.000
 149.756	 4.614	ISI	0	0	 0.000
 154.370	 8.369	INSTR1	0	0	 0.000
 162.739	 3.313	ISI	0	0	 0.000
 166.052	 60.247	CONV1	0	0	 0.000
 226.299	 4.613	ISI	0	0	 0.000
 230.912	 8.368	INSTR1	0	0	 0.000
 239.280	 3.346	ISI	0	0	 0.000
 242.626	 60.249	CONV2	0	0	 0.000
 302.875	 4.678	ISI	0	0	 0.000
 307.553	 8.368	INSTR1	0	0	 0.000
 315.921	 3.347	ISI	0	0	 0.000
 319.268	 60.248	CONV1	0	0	 0.000
 379.516	 4.657	ISI	0	0	 0.000
 384.173	 8.328	INSTR1	0	0	 0.000
 392.501	 3.347	ISI	0	0	 0.000
 395.848	 60.249	CONV2	0	0	 0.000
 456.097	 3.344	ISI	0	0	 0.000
