onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.286	INSTR1	0	0	 0.000
 9.625	 3.347	ISI	0	0	 0.000
 12.972	 60.249	CONV1	0	0	 0.000
 73.221	 4.685	ISI	0	0	 0.000
 77.906	 8.292	INSTR1	0	0	 0.000
 86.198	 3.336	ISI	0	0	 0.000
 89.534	 60.248	CONV2	0	0	 0.000
 149.782	 4.686	ISI	0	0	 0.000
 154.468	 8.346	INSTR1	0	0	 0.000
 162.814	 3.303	ISI	0	0	 0.000
 166.117	 60.213	CONV1	0	0	 0.000
 226.330	 4.677	ISI	0	0	 0.000
 231.007	 8.368	INSTR1	0	0	 0.000
 239.375	 3.260	ISI	0	0	 0.000
 242.635	 60.222	CONV2	0	0	 0.000
 302.857	 4.629	ISI	0	0	 0.000
 307.486	 8.367	INSTR1	0	0	 0.000
 315.853	 3.292	ISI	0	0	 0.000
 319.145	 60.249	CONV1	0	0	 0.000
 379.394	 4.624	ISI	0	0	 0.000
 384.018	 8.368	INSTR1	0	0	 0.000
 392.386	 3.324	ISI	0	0	 0.000
 395.710	 60.248	CONV2	0	0	 0.000
 455.958	 3.343	ISI	0	0	 0.000
