onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.347	INSTR1	0	0	 0.000
 9.685	 3.292	ISI	0	0	 0.000
 12.977	 60.207	CONV1	0	0	 0.000
 73.184	 4.685	ISI	0	0	 0.000
 77.869	 8.368	INSTR1	0	0	 0.000
 86.237	 3.278	ISI	0	0	 0.000
 89.515	 60.207	CONV2	0	0	 0.000
 149.722	 4.642	ISI	0	0	 0.000
 154.364	 8.368	INSTR1	0	0	 0.000
 162.732	 3.279	ISI	0	0	 0.000
 166.011	 60.248	CONV1	0	0	 0.000
 226.259	 4.611	ISI	0	0	 0.000
 230.870	 8.367	INSTR1	0	0	 0.000
 239.237	 3.325	ISI	0	0	 0.000
 242.562	 60.249	CONV2	0	0	 0.000
 302.811	 4.594	ISI	0	0	 0.000
 307.405	 8.367	INSTR1	0	0	 0.000
 315.772	 3.348	ISI	0	0	 0.000
 319.120	 60.248	CONV1	0	0	 0.000
 379.368	 4.606	ISI	0	0	 0.000
 383.974	 8.369	INSTR1	0	0	 0.000
 392.343	 3.347	ISI	0	0	 0.000
 395.690	 60.247	CONV2	0	0	 0.000
 455.937	 3.343	ISI	0	0	 0.000
