onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.337	ISI	0	0	 0.000
 1.337	 8.368	INSTR1	0	0	 0.000
 9.705	 3.348	ISI	0	0	 0.000
 13.053	 60.247	CONV1	0	0	 0.000
 73.300	 4.641	ISI	0	0	 0.000
 77.941	 8.329	INSTR1	0	0	 0.000
 86.270	 3.347	ISI	0	0	 0.000
 89.617	 60.249	CONV2	0	0	 0.000
 149.866	 4.686	ISI	0	0	 0.000
 154.552	 8.293	INSTR1	0	0	 0.000
 162.845	 3.347	ISI	0	0	 0.000
 166.192	 60.249	CONV1	0	0	 0.000
 226.441	 4.686	ISI	0	0	 0.000
 231.127	 8.366	INSTR1	0	0	 0.000
 239.493	 3.347	ISI	0	0	 0.000
 242.840	 60.248	CONV2	0	0	 0.000
 303.088	 8.319	INSTR1	0	0	 0.000
 311.407	 60.248	CONV1	0	0	 0.000
 371.655	 4.599	ISI	0	0	 0.000
 376.254	 8.368	INSTR1	0	0	 0.000
 384.622	 3.345	ISI	0	0	 0.000
 387.967	 60.249	CONV2	0	0	 0.000
 448.216	 1.338	ISI	0	0	 0.000
