onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.368	INSTR1	0	0	 0.000
 9.707	 3.344	ISI	0	0	 0.000
 13.051	 60.249	CONV1	0	0	 0.000
 73.300	 4.595	ISI	0	0	 0.000
 77.895	 8.368	INSTR1	0	0	 0.000
 86.263	 3.346	ISI	0	0	 0.000
 89.609	 60.249	CONV2	0	0	 0.000
 149.858	 4.585	ISI	0	0	 0.000
 154.443	 8.368	INSTR1	0	0	 0.000
 162.811	 3.347	ISI	0	0	 0.000
 166.158	 60.248	CONV1	0	0	 0.000
 226.406	 4.632	ISI	0	0	 0.000
 231.038	 8.343	INSTR1	0	0	 0.000
 239.381	 3.347	ISI	0	0	 0.000
 242.728	 60.249	CONV2	0	0	 0.000
 302.977	 4.685	ISI	0	0	 0.000
 307.662	 8.275	INSTR1	0	0	 0.000
 315.937	 3.348	ISI	0	0	 0.000
 319.285	 60.248	CONV1	0	0	 0.000
 379.533	 4.685	ISI	0	0	 0.000
 384.218	 8.279	INSTR1	0	0	 0.000
 392.497	 3.347	ISI	0	0	 0.000
 395.844	 60.247	CONV2	0	0	 0.000
 456.091	 3.344	ISI	0	0	 0.000
