onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.338	ISI	0	0	 0.000
 1.338	 8.369	INSTR1	0	0	 0.000
 9.707	 3.274	ISI	0	0	 0.000
 12.981	 60.229	CONV1	0	0	 0.000
 73.210	 4.638	ISI	0	0	 0.000
 77.848	 8.368	INSTR1	0	0	 0.000
 86.216	 3.311	ISI	0	0	 0.000
 89.527	 60.249	CONV2	0	0	 0.000
 149.776	 4.673	ISI	0	0	 0.000
 154.449	 8.368	INSTR1	0	0	 0.000
 162.817	 3.346	ISI	0	0	 0.000
 166.163	 60.248	CONV1	0	0	 0.000
 226.411	 4.597	ISI	0	0	 0.000
 231.008	 8.368	INSTR1	0	0	 0.000
 239.376	 3.347	ISI	0	0	 0.000
 242.723	 60.249	CONV2	0	0	 0.000
 302.972	 8.302	INSTR1	0	0	 0.000
 311.274	 60.250	CONV1	0	0	 0.000
 371.524	 4.685	ISI	0	0	 0.000
 376.209	 8.367	INSTR1	0	0	 0.000
 384.576	 3.336	ISI	0	0	 0.000
 387.912	 60.227	CONV2	0	0	 0.000
 448.139	 1.338	ISI	0	0	 0.000
