onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.367	INSTR1	0	0	 0.000
 9.706	 3.348	ISI	0	0	 0.000
 13.054	 60.248	CONV1	0	0	 0.000
 73.302	 4.599	ISI	0	0	 0.000
 77.901	 8.368	INSTR1	0	0	 0.000
 86.269	 3.347	ISI	0	0	 0.000
 89.616	 60.248	CONV2	0	0	 0.000
 149.864	 4.631	ISI	0	0	 0.000
 154.495	 8.346	INSTR1	0	0	 0.000
 162.841	 3.347	ISI	0	0	 0.000
 166.188	 60.248	CONV1	0	0	 0.000
 226.436	 4.686	ISI	0	0	 0.000
 231.122	 8.368	INSTR1	0	0	 0.000
 239.490	 3.347	ISI	0	0	 0.000
 242.837	 60.248	CONV2	0	0	 0.000
 303.085	 4.686	ISI	0	0	 0.000
 307.771	 8.250	INSTR1	0	0	 0.000
 316.021	 60.248	CONV1	0	0	 0.000
 376.269	 4.687	ISI	0	0	 0.000
 380.956	 8.283	INSTR1	0	0	 0.000
 389.239	 3.347	ISI	0	0	 0.000
 392.586	 60.249	CONV2	0	0	 0.000
 452.835	 3.344	ISI	0	0	 0.000
